Time,Close,Open,High,Low,Body,UpperWick,LowerWick,Range,C1,H1,L1,B1,C2,H2,L2,B2,C3,H3,L3,B3,C4,H4,L4,B4,C5,H5,L5,B5,EMA9,EMA21,EMA50,EMA200,FastSlope,SlopeAccel,TrendUp,TrendDown,DistEMA200,Mom,ADX,ATR,BBWidth,Vol,VolSMA,VolNorm,VolPressure,LocalHigh10,LocalLow10,DistLocalHigh10,DistLocalLow10,SweepUp,SweepDown,IsTradeBar,IsLong,IsShort,BarsSinceEntry
2026-03-02 09:16:00,6921.5,6923.25,6925.0,6920.25,-1.75,1.75,1.25,4.75,6923.0,6925.25,6921.75,-1.5,6924.25,6927.25,6923.25,0.25,6923.75,6925.0,6922.25,0.25,6923.5,6925.0,6919.25,3.75,6920.0,6920.25,6916.0,3.75,6920.70478453627,6915.14345099875,6911.27776766221,6916.74192159717,1.9141897388663,-0.424700966483215,1,0,19.0323136113184,13.25,20.8907626995012,5.82167921653687,36.9828000562429,5667,5692.2,0.995572889216823,-0.995572889216823,6927.25,6914.25,-23,29,0,0,0,0,0,0
2026-03-02 09:17:00,6923.75,6921.5,6926.75,6921.0,2.25,3.0,0.5,5.75,6921.5,6925.0,6920.25,-1.75,6923.0,6925.25,6921.75,-1.5,6924.25,6927.25,6923.25,0.25,6923.75,6925.0,6922.25,0.25,6923.5,6925.0,6919.25,3.75,6921.31382762902,6915.92586454432,6911.76687481271,6916.81165372058,1.43135179109231,0.410239226813246,1,0,27.7533851176704,13.75,21.3512517687893,5.81655927249852,35.0888515058559,4787,5662.35,0.845408708398456,0.845408708398456,6927.25,6915.0,-14,35,0,0,0,0,0,0
2026-03-02 09:18:00,6922.0,6923.75,6927.5,6922.0,-1.75,3.75,0.0,5.5,6923.75,6926.75,6921.0,2.25,6921.5,6925.0,6920.25,-1.75,6923.0,6925.25,6921.75,-1.5,6924.25,6927.25,6923.25,0.25,6923.75,6925.0,6922.25,0.25,6921.45106210322,6916.47805867665,6912.16817383966,6916.8632790567,0.945081432873849,-0.471808618548494,1,0,20.5468837732151,5.0,21.9075881922784,5.79394789589149,32.7696124481208,4193,5669.35,0.739590958399111,-0.739590958399111,6927.5,6915.0,-22,28,0,0,0,0,0,0
2026-03-02 09:19:00,6919.25,6922.0,6924.25,6918.75,-2.75,2.25,0.5,5.5,6922.0,6927.5,6922.0,-1.75,6923.75,6926.75,6921.0,2.25,6921.5,6925.0,6920.25,-1.75,6923.0,6925.25,6921.75,-1.5,6924.25,6927.25,6923.25,0.25,6921.01084968257,6916.73005334241,6912.44589251261,6916.88702752379,0.306065146299261,-0.577446894839341,1,0,9.45188990482347,2.5,21.4672108176644,5.77295161761352,30.2582220231125,6679,5811.1,1.14935210201167,-1.14935210201167,6927.5,6915.0,-33,17,0,0,0,0,0,0
2026-03-02 09:20:00,6920.25,6919.25,6922.0,6917.25,1.0,1.75,2.0,4.75,6919.25,6924.25,6918.75,-2.75,6922.0,6927.5,6922.0,-1.75,6923.75,6926.75,6921.0,2.25,6921.5,6925.0,6920.25,-1.75,6923.0,6925.25,6921.75,-1.5,6920.85867974606,6917.0500484931,6912.75193594349,6916.92048993649,-0.455147882959864,0.288042484128709,1,0,13.3180402540274,3.0,20.6528845665461,5.69988364492684,27.5975995332919,5527,5942.9,0.930017331605782,0.930017331605782,6927.5,6916.0,-29,17,0,0,0,0,0,0
2026-03-02 09:21:00,6920.5,6920.25,6922.25,6918.25,0.25,1.75,2.0,4.0,6920.25,6922.0,6917.25,1.0,6919.25,6924.25,6918.75,-2.75,6922.0,6927.5,6922.0,-1.75,6923.75,6926.75,6921.0,2.25,6921.5,6925.0,6920.25,-1.75,6920.78694379685,6917.36368044827,6913.05578159277,6916.95610695205,-0.664118306367527,0.0804339873029676,1,0,14.175572191798,3.0,19.9527705045529,5.57846338457493,16.9186287860448,3999,5782.25,0.69159929093346,0.69159929093346,6927.5,6917.25,-28,13,0,0,0,0,0,0
2026-03-02 09:22:00,6913.0,6920.75,6921.0,6913.0,-7.75,0.25,0.0,8.0,6920.5,6922.25,6918.25,0.25,6920.25,6922.0,6917.25,1.0,6919.25,6924.25,6918.75,-2.75,6922.0,6927.5,6922.0,-1.75,6923.75,6926.75,6921.0,2.25,6919.22955503748,6916.9669822257,6913.05359407933,6916.91674270377,-1.78129464509402,-1.48565281015817,1,0,-15.6669708150839,-9.0,19.0573318742156,5.75143028567672,14.7995776966782,5824,5754.65,1.01205112387374,-1.01205112387374,6927.5,6913.0,-58,0,0,0,0,0,0,0
2026-03-02 09:23:00,6910.25,6913.0,6915.0,6908.75,-2.75,2.0,1.5,6.25,6913.0,6921.0,6913.0,-7.75,6920.5,6922.25,6918.25,0.25,6920.25,6922.0,6917.25,1.0,6919.25,6924.25,6918.75,-2.75,6922.0,6927.5,6922.0,-1.75,6917.43364402998,6916.35634747791,6912.94364921347,6916.85040695548,-3.4250357160754,-0.238522248126174,1,0,-26.4016278219024,-10.25,19.0565972463541,5.78704240812838,14.6710599480739,5929,5730.0,1.0347294938918,-1.0347294938918,6927.5,6908.75,-69,6,0,0,0,0,0,0
2026-03-02 09:24:00,6918.0,6910.5,6920.25,6910.0,7.5,2.25,0.5,10.25,6910.25,6915.0,6908.75,-2.75,6913.0,6921.0,6913.0,-7.75,6920.5,6922.25,6918.25,0.25,6920.25,6922.0,6917.25,1.0,6919.25,6924.25,6918.75,-2.75,6917.54691522399,6916.50577043446,6913.14193747961,6916.86184569224,-3.24002857286087,1.90918220149888,1,0,4.55261723104923,2.0,17.8383448220224,6.10582509326207,14.5547243189285,5032,5574.45,0.902689951475033,0.902689951475033,6927.5,6908.75,-38,37,0,0,0,0,0,0
2026-03-02 09:25:00,6915.25,6918.0,6918.75,6912.0,-2.75,0.75,3.25,6.75,6918.0,6920.25,6910.0,7.5,6910.25,6915.0,6908.75,-2.75,6913.0,6921.0,6913.0,-7.75,6920.5,6922.25,6918.25,0.25,6920.25,6922.0,6917.25,1.0,6917.08753217919,6916.39160948588,6913.22460659806,6916.84580742664,-2.14202285828924,-0.572654238801078,1,0,-6.38322970657464,-4.75,16.7071104280002,6.15183758660049,14.8495791186142,4834,5537.45,0.8729649929119,-0.8729649929119,6927.5,6908.75,-49,26,0,0,0,0,0,0
2026-03-02 09:26:00,6913.25,6915.5,6918.5,6912.5,-2.25,3.0,0.75,6.0,6915.25,6918.75,6912.0,-2.75,6918.0,6920.25,6910.0,7.5,6910.25,6915.0,6908.75,-2.75,6913.0,6921.0,6913.0,-7.75,6920.5,6922.25,6918.25,0.25,6916.32002574335,6916.10600862352,6913.22560241774,6916.81002824827,-1.11361828663212,-0.308123391040681,1,0,-14.2401129930768,-10.25,15.6566784906938,6.14099204470046,15.7337217466174,3809,5397.25,0.705729769790171,-0.705729769790171,6927.5,6908.75,-57,18,0,0,0,0,0,0
2026-03-02 09:27:00,6912.5,6913.25,6916.75,6911.75,-0.75,3.5,0.75,5.0,6913.25,6918.5,6912.5,-2.25,6915.25,6918.75,6912.0,-2.75,6918.0,6920.25,6910.0,7.5,6910.25,6915.0,6908.75,-2.75,6913.0,6921.0,6913.0,-7.75,6915.55602059468,6915.77818965775,6913.19714742097,6916.76714239505,-1.99089462930624,0.0035012871676372,0,0,-17.0685695802131,-11.25,14.8556574271953,6.05949261293614,16.7794517192906,3741,5277.7,0.708831498569453,-0.708831498569453,6927.5,6908.75,-60,15,0,0,0,0,0,0
2026-03-02 09:28:00,6908.5,6912.25,6914.75,6908.25,-3.75,2.5,0.25,6.5,6912.5,6916.75,6911.75,-0.75,6913.25,6918.5,6912.5,-2.25,6915.25,6918.75,6912.0,-2.75,6918.0,6920.25,6910.0,7.5,6910.25,6915.0,6908.75,-2.75,6914.14481647575,6915.1165360525,6913.01294556132,6916.68488227172,-2.94271570344517,-0.64719897026589,0,0,-32.7395290868772,-15.75,14.8713096353656,6.09095742629784,18.9198308660525,4155,5195.6,0.799715143583032,-0.799715143583032,6924.25,6908.25,-63,1,0,0,0,0,0,0
2026-03-02 09:29:00,6908.75,6908.75,6911.5,6907.25,0.0,2.75,1.5,4.25,6908.5,6914.75,6908.25,-3.75,6912.5,6916.75,6911.75,-0.75,6913.25,6918.5,6912.5,-2.25,6915.25,6918.75,6912.0,-2.75,6918.0,6920.25,6910.0,7.5,6913.0658531806,6914.53776004773,6912.84577122558,6916.60592821926,-3.25417256275614,0.332240823787288,0,0,-31.4237128770583,-14.25,15.0866475647864,5.95946046727657,20.5996965997074,4155,5033.25,0.825510356131724,-0.825510356131724,6922.25,6907.25,-54,6,0,0,0,0,0,0
2026-03-02 09:30:00,6908.25,6908.75,6909.75,6904.5,-0.5,1.0,3.75,5.25,6908.75,6911.5,6907.25,0.0,6908.5,6914.75,6908.25,-3.75,6912.5,6916.75,6911.75,-0.75,6913.25,6918.5,6912.5,-2.25,6915.25,6918.75,6912.0,-2.75,6912.10268254448,6913.96614549793,6912.66554490301,6916.52278465489,-3.45333805020528,0.115792659029466,0,0,-33.091138619573,-13.25,15.810269023706,5.90878471961395,22.205629916758,3369,4816.75,0.699434265843151,-0.699434265843151,6922.25,6904.5,-56,15,0,0,0,0,0,0
2026-03-02 09:31:00,6908.0,6908.25,6912.75,6907.25,-0.25,4.5,0.75,5.5,6908.25,6909.75,6904.5,-0.5,6908.75,6911.5,6907.25,0.0,6908.5,6914.75,6908.25,-3.75,6912.5,6916.75,6911.75,-0.75,6913.25,6918.5,6912.5,-2.25,6911.28214603558,6913.42376863448,6912.4825823578,6916.43798082748,-2.86267044016313,0.142634127225392,0,0,-33.7519233099265,-15.75,15.6331112157804,5.8795858110701,23.5382667161375,4204,4755.15,0.884094087463066,-0.884094087463066,6921.0,6904.5,-52,14,0,0,0,0,0,0
2026-03-02 09:32:00,6906.75,6908.0,6908.5,6904.25,-1.25,0.5,2.5,4.25,6908.0,6912.75,6907.25,-0.25,6908.25,6909.75,6904.5,-0.5,6908.75,6911.5,6907.25,0.0,6908.5,6914.75,6908.25,-3.75,6912.5,6916.75,6911.75,-0.75,6910.37571682847,6912.81706239499,6912.25777520651,6916.3415830083,-2.69013635213014,-0.0858926982218691,0,0,-38.3663320332125,-15.25,16.0428151258746,5.76318682456509,24.2843056314159,3170,4631.0,0.684517382854675,-0.684517382854675,6920.25,6904.25,-54,10,0,0,0,0,0,0
2026-03-02 09:33:00,6900.0,6906.75,6907.75,6899.75,-6.75,1.0,0.25,8.0,6906.75,6908.5,6904.25,-1.25,6908.0,6912.75,6907.25,-0.25,6908.25,6909.75,6904.5,-0.5,6908.75,6911.5,6907.25,0.0,6908.5,6914.75,6908.25,-3.75,6908.30057346277,6911.65187490453,6911.77707813959,6916.1789801923,-3.80210908170375,-1.16871415857713,0,1,-64.7159207692021,-19.25,17.1551279179798,5.92295919423902,26.9321369371246,4683,4696.35,0.997157366891309,-0.997157366891309,6920.25,6899.75,-81,1,0,0,0,0,0,0
2026-03-02 09:34:00,6900.25,6900.0,6903.0,6899.25,0.25,2.75,0.75,3.75,6900.0,6907.75,6899.75,-6.75,6906.75,6908.5,6904.25,-1.25,6908.0,6912.75,6907.25,-0.25,6908.25,6909.75,6904.5,-0.5,6908.75,6911.5,6907.25,0.0,6906.69045877022,6910.6153408223,6911.3250358596,6916.02048287695,-4.59168726536336,0.465028673139386,0,1,-63.0819315078188,-20.0,18.2629834245171,5.76774782322194,28.3220761950815,3531,4619.15,0.764426355498306,0.764426355498306,6918.75,6899.25,-74,4,0,0,0,0,0,0
2026-03-02 09:35:00,6903.75,6900.25,6906.25,6900.25,3.5,2.5,0.0,6.0,6900.25,6903.0,6899.25,0.25,6900.0,6907.75,6899.75,-6.75,6906.75,6908.5,6904.25,-1.25,6908.0,6912.75,6907.25,-0.25,6908.25,6909.75,6904.5,-0.5,6906.10236701618,6909.99121892936,6911.02797562982,6915.89838851997,-4.27334981229069,1.02202293851042,0,1,-48.5935540798819,-16.75,18.372131354346,5.78433726442038,28.2097057765586,4098,4569.3,0.896855098155078,0.896855098155078,6918.5,6899.25,-59,18,0,0,0,0,0,0
2026-03-02 09:36:00,6902.75,6903.75,6904.75,6901.0,-1.0,1.0,1.75,3.75,6903.75,6906.25,6900.25,3.5,6900.25,6903.0,6899.25,0.25,6900.0,6907.75,6899.75,-6.75,6906.75,6908.5,6904.25,-1.25,6908.0,6912.75,6907.25,-0.25,6905.43189361294,6909.33292629942,6910.70334913453,6915.76755878345,-2.86867984983201,-0.0823816491911202,0,1,-52.0702351338114,-10.25,18.4734830034729,5.63902745981892,28.2595116730627,2994,4435.65,0.674985627811031,-0.674985627811031,6916.75,6899.25,-56,14,0,0,0,0,0,0
2026-03-02 09:37:00,6902.25,6903.0,6903.25,6898.0,-0.75,0.25,4.25,5.25,6902.75,6904.75,6901.0,-1.0,6903.75,6906.25,6900.25,3.5,6900.25,6903.0,6899.25,0.25,6900.0,6907.75,6899.75,-6.75,6906.75,6908.5,6904.25,-1.25,6904.79551489035,6908.68902390857,6910.3718452469,6915.63305571098,-1.89494387986633,0.0340946806463762,0,1,-53.5322228439254,-8.0,19.1067773781552,5.61123978411757,27.149769796446,3010,4346.8,0.692463421367443,-0.692463421367443,6914.75,6898.0,-50,17,0,0,0,0,0,0
2026-03-02 09:38:00,6905.0,6902.5,6906.0,6901.5,2.5,1.0,1.0,4.5,6902.25,6903.25,6898.0,-0.75,6902.75,6904.75,6901.0,-1.0,6903.75,6906.25,6900.25,3.5,6900.25,6903.0,6899.25,0.25,6900.0,6907.75,6899.75,-6.75,6904.83641191228,6908.3536580987,6910.16118464898,6915.52725416162,-1.26595510389325,0.677275744517829,0,1,-42.1090166464746,-13.0,18.9216395856282,5.53186551382346,25.469786021873,3755,4324.9,0.868228167125252,0.868228167125252,6912.75,6898.0,-31,28,0,0,0,0,0,0
2026-03-02 09:39:00,6909.5,6905.25,6910.5,6904.75,4.25,1.0,0.5,5.75,6905.0,6906.0,6901.5,2.5,6902.25,6903.25,6898.0,-0.75,6902.75,6904.75,6901.0,-1.0,6903.75,6906.25,6900.25,3.5,6900.25,6903.0,6899.25,0.25,6905.76912952983,6908.45787099881,6910.13525583922,6915.46728148339,0.33723591688522,0.891820595614263,0,1,-23.8691259335756,-5.75,17.6654268051222,5.54744654855035,23.9567840078762,4320,4206.95,1.02687219957451,1.02687219957451,6912.75,6898.0,-13,46,0,0,0,0,0,0
2026-03-02 09:40:00,6913.25,6909.25,6913.75,6909.25,4.0,0.5,0.0,4.5,6909.5,6910.5,6904.75,4.25,6905.0,6906.0,6901.5,2.5,6902.25,6903.25,6898.0,-0.75,6902.75,6904.75,6901.0,-1.0,6903.75,6906.25,6900.25,3.5,6907.26530362386,6908.89351908983,6910.25740266905,6915.44521898107,2.46978873350781,0.563456476490501,0,1,-8.7808759242871,0.0,16.9742599894453,5.47262893793961,22.1121572895991,3819,4121.55,0.926593150635077,0.926593150635077,6913.75,6898.0,-2,61,0,0,0,0,0,0
2026-03-02 09:41:00,6909.5,6913.25,6913.25,6908.25,-3.75,0.0,1.25,5.0,6913.25,6913.75,6909.25,4.0,6909.5,6910.5,6904.75,4.25,6905.0,6906.0,6901.5,2.5,6902.25,6903.25,6898.0,-0.75,6902.75,6904.75,6901.0,-1.0,6907.71224289909,6908.94865371803,6910.2277006036,6915.3860625733,2.87583098680716,-1.04923481880542,0,1,-23.5442502932019,-3.0,16.1042479696481,5.43886972808678,19.4496143920642,3440,4093.6,0.840336134453782,-0.840336134453782,6913.75,6898.0,-17,46,0,0,0,0,0,0
2026-03-02 09:42:00,6913.5,6909.75,6915.25,6909.25,3.75,1.75,0.5,6.0,6909.5,6913.25,6908.25,-3.75,6913.25,6913.75,6909.25,4.0,6909.5,6910.5,6904.75,4.25,6905.0,6906.0,6901.5,2.5,6902.25,6903.25,6898.0,-0.75,6908.86979431927,6909.36241247093,6910.35602607013,6915.36729578153,3.10066478944555,0.710612144953302,0,1,-7.46918312610796,5.0,15.7037715398155,5.47895046179487,19.5480817473217,3224,3963.6,0.813401957816127,0.813401957816127,6915.25,6898.0,-7,62,0,0,0,0,0,0
2026-03-02 09:43:00,6913.0,6913.5,6915.5,6911.75,-0.5,2.0,1.25,3.75,6913.5,6915.25,6909.25,3.75,6909.5,6913.25,6908.25,-3.75,6913.25,6913.75,6909.25,4.0,6909.5,6910.5,6904.75,4.25,6905.0,6906.0,6901.5,2.5,6909.69583545542,6909.6931022463,6910.45971132228,6915.34374059962,2.43053183155735,-0.331510284036085,0,0,-9.37496239848406,4.25,15.3830439785426,5.35545400023809,19.8932149236862,2500,3792.15,0.65925662223277,-0.65925662223277,6915.5,6898.0,-10,60,0,0,0,0,0,0
2026-03-02 09:44:00,6914.5,6913.0,6915.75,6911.5,1.5,1.25,1.5,4.25,6913.0,6915.5,6911.75,-0.5,6913.5,6915.25,6909.25,3.75,6909.5,6913.25,6908.25,-3.75,6913.25,6913.75,6909.25,4.0,6909.5,6910.5,6904.75,4.25,6910.65666836433,6910.13009295119,6910.61815401552,6915.33534517077,2.94442546524442,0.134791772769859,0,0,-3.34138068307584,6.25,15.0852255287891,5.27649300022109,18.7725863961259,2215,3651.3,0.606633253909566,0.606633253909566,6915.75,6898.0,-5,66,0,0,0,0,0,0
2026-03-02 09:45:00,6917.0,6914.25,6917.5,6913.5,2.75,0.5,0.75,4.0,6914.5,6915.75,6911.5,1.5,6913.0,6915.5,6911.75,-0.5,6913.5,6915.25,6909.25,3.75,6909.5,6913.25,6908.25,-3.75,6913.25,6913.75,6909.25,4.0,6911.92533469147,6910.75462995562,6910.8684224855,6915.35190890041,3.05554037219645,0.307833418218252,0,0,6.59236439834785,9.0,15.1954396470821,5.18531492877672,19.3351364101727,2501,3534.65,0.707566520023199,0.707566520023199,6917.5,6898.0,-2,76,0,0,0,0,0,0
2026-03-02 09:46:00,6917.25,6917.0,6918.25,6915.5,0.25,1.0,1.5,2.75,6917.0,6917.5,6913.5,2.75,6914.5,6915.75,6911.5,1.5,6913.0,6915.5,6911.75,-0.5,6913.5,6915.25,6909.25,3.75,6909.5,6913.25,6908.25,-3.75,6912.99026775317,6911.34511814148,6911.11868042725,6915.37079537902,3.29443229775643,-0.203733265428127,1,0,7.51681848393491,10.5,15.460810984908,5.01136386243553,20.4041049791449,2782,3483.3,0.798667929836649,0.798667929836649,6918.25,6898.0,-4,77,0,0,0,0,0,0
2026-03-02 09:47:00,6918.25,6917.5,6919.0,6916.25,0.75,0.75,1.25,2.75,6917.25,6918.25,6915.5,0.25,6917.0,6917.5,6913.5,2.75,6914.5,6915.75,6911.5,1.5,6913.0,6915.5,6911.75,-0.5,6913.5,6915.25,6909.25,3.75,6914.04221420254,6911.97283467407,6911.39834001834,6915.39944418122,3.38554583820587,-0.0129866123406828,1,0,11.4022232751377,18.25,15.8731008263251,4.84983787226156,21.8242983850578,2184,3405.45,0.641324935030613,0.641324935030613,6919.0,6901.5,-3,67,0,0,0,0,0,0
2026-03-02 09:48:00,6916.75,6918.25,6922.25,6916.5,-1.5,4.0,0.25,5.75,6918.25,6919.0,6916.25,0.75,6917.25,6918.25,6915.5,0.25,6917.0,6917.5,6913.5,2.75,6914.5,6915.75,6911.5,1.5,6913.0,6915.5,6911.75,-0.5,6914.58377136203,6912.40712243097,6911.60820903723,6915.41288254757,2.6584366705647,-0.510389289872364,1,0,5.34846980970906,16.5,16.919208791975,4.91413516710002,22.8347870583457,4571,3426.25,1.33411163808829,-1.33411163808829,6922.25,6904.75,-22,48,0,0,0,0,0,0
2026-03-02 09:49:00,6913.0,6916.75,6917.0,6912.25,-3.75,0.25,0.75,4.75,6916.75,6922.25,6916.5,-1.5,6918.25,6919.0,6916.25,0.75,6917.25,6918.25,6915.5,0.25,6917.0,6917.5,6913.5,2.75,6914.5,6915.75,6911.5,1.5,6914.26701708963,6912.46102039179,6911.66278907498,6915.388873766,1.27674933645267,-0.858311431898983,1,0,-9.55549506401803,9.25,16.5631999676757,4.90241122659288,23.0358416386298,3560,3396.5,1.04813778890034,-1.04813778890034,6922.25,6908.25,-37,19,0,0,0,0,0,0
2026-03-02 09:50:00,6915.25,6912.75,6916.75,6911.25,2.5,1.5,1.5,5.5,6913.0,6917.0,6912.25,-3.75,6916.75,6922.25,6916.5,-1.5,6918.25,6919.0,6916.25,0.75,6917.25,6918.25,6915.5,0.25,6917.0,6917.5,6913.5,2.75,6914.4636136717,6912.71456399254,6911.80346401322,6915.38749193749,0.421399469162679,0.513350854481359,1,0,-0.549967749950156,12.5,15.9542026177755,4.9450961389791,23.5051058283098,3479,3402.0,1.02263374485597,1.02263374485597,6922.25,6908.25,-28,28,0,0,0,0,0,0
2026-03-02 09:51:00,6917.75,6915.25,6919.0,6913.75,2.5,1.25,1.5,5.25,6915.25,6916.75,6911.25,2.5,6913.0,6917.0,6912.25,-3.75,6916.75,6922.25,6916.5,-1.5,6918.25,6919.0,6916.25,0.75,6917.25,6918.25,6915.5,0.25,6915.12089093736,6913.17233090231,6912.0366615029,6915.4109994804,0.537119575329598,0.460680683584542,1,0,9.35600207840616,15.5,15.8998327858718,4.96687498619488,24.3706278130048,2678,3325.7,0.805244008780106,0.805244008780106,6922.25,6909.25,-18,34,0,0,0,0,0,0
2026-03-02 09:52:00,6916.0,6917.5,6918.0,6915.25,-1.5,0.5,0.75,2.75,6917.75,6919.0,6913.75,2.5,6915.25,6916.75,6911.25,2.5,6913.0,6917.0,6912.25,-3.75,6916.75,6922.25,6916.5,-1.5,6918.25,6919.0,6916.25,0.75,6915.29671274989,6913.42939172937,6912.192086542,6915.41686018209,1.02969566026331,-0.481455453132185,1,0,2.33255927165374,11.0,15.8493465133897,4.80852677289525,24.5766149011615,2160,3275.2,0.659501709819248,-0.659501709819248,6922.25,6911.25,-25,19,0,0,0,0,0,0
2026-03-02 09:53:00,6914.5,6916.0,6917.25,6914.5,-1.5,1.25,0.0,2.75,6916.0,6918.0,6915.25,-1.5,6917.75,6919.0,6913.75,2.5,6915.25,6916.75,6911.25,2.5,6913.0,6917.0,6912.25,-3.75,6916.75,6922.25,6916.5,-1.5,6915.13737019991,6913.52671975397,6912.28259295212,6915.4077371952,0.673756528210106,-0.335164362505566,1,0,-3.63094878079937,5.0,15.5621849256826,4.66148914625987,22.5907060535956,1845,3133.3,0.588836051447356,-0.588836051447356,6922.25,6911.25,-31,13,0,0,0,0,0,0
2026-03-02 09:54:00,6911.25,6914.5,6914.5,6911.0,-3.25,0.0,0.25,3.5,6914.5,6917.25,6914.5,-1.5,6916.0,6918.0,6915.25,-1.5,6917.75,6919.0,6913.75,2.5,6915.25,6916.75,6911.25,2.5,6913.0,6917.0,6912.25,-3.75,6914.35989615993,6913.31974523088,6912.24209911086,6915.36636667585,-0.760994777431733,-0.618131490004089,1,0,-16.4654667033828,-2.0,14.6279390761208,4.57852563581274,20.0414570328612,2417,3077.6,0.785352222511048,-0.785352222511048,6922.25,6911.0,-44,1,0,0,0,0,0,0
2026-03-02 09:55:00,6907.5,6911.25,6911.75,6906.25,-3.75,0.5,1.25,5.5,6911.25,6914.5,6911.0,-3.25,6914.5,6917.25,6914.5,-1.5,6916.0,6918.0,6915.25,-1.5,6917.75,6919.0,6913.75,2.5,6915.25,6916.75,6911.25,2.5,6912.98791692794,6912.79067748262,6912.05613443984,6915.28809437061,-2.30879582194575,-0.594505192004362,1,0,-31.1523774824527,-2.0,14.858004914259,4.64434523325469,19.0170318399068,3346,3040.0,1.10065789473684,-1.10065789473684,6922.25,6906.25,-59,5,0,0,0,0,0,0
2026-03-02 09:56:00,6910.5,6907.5,6910.75,6905.25,3.0,0.25,2.25,5.5,6907.5,6911.75,6906.25,-3.75,6911.25,6914.5,6911.0,-3.25,6914.5,6917.25,6914.5,-1.5,6916.0,6918.0,6915.25,-1.5,6917.75,6919.0,6913.75,2.5,6912.49033354236,6912.58243407511,6911.99510955985,6915.24045164056,-2.64703665755587,0.874395846398329,0,0,-18.9618065622308,-3.0,15.2740394773467,4.70546343087935,16.9643744358582,3059,3043.25,1.00517538815411,1.00517538815411,6922.25,6905.25,-47,21,0,0,0,0,0,0
2026-03-02 09:57:00,6915.25,6910.75,6915.5,6910.5,4.5,0.25,0.25,5.0,6910.5,6910.75,6905.25,3.0,6907.5,6911.75,6906.25,-3.75,6911.25,6914.5,6911.0,-3.25,6914.5,6917.25,6914.5,-1.5,6916.0,6918.0,6915.25,-1.5,6913.04226683389,6912.82494006828,6912.12275232221,6915.24054664911,-1.31762932604488,1.04951667711703,1,0,0.0378134035599942,2.25,14.3674945944267,4.72650175724511,14.046707799338,2630,3024.25,0.869637100107465,0.869637100107465,6922.25,6905.25,-28,40,0,0,0,0,0,0
2026-03-02 09:58:00,6914.5,6915.0,6915.75,6913.25,-0.5,0.75,1.25,2.5,6915.25,6915.5,6910.5,4.5,6910.5,6910.75,6905.25,3.0,6907.5,6911.75,6906.25,-3.75,6911.25,6914.5,6911.0,-3.25,6914.5,6917.25,6914.5,-1.5,6913.33381346711,6912.97721824389,6912.21597772134,6915.23317802574,0.345896539163732,-0.260386658306743,1,0,-2.93271210294188,0.0,13.4639388597043,4.56746591744189,11.7405280971507,1978,2935.4,0.673843428493561,-0.673843428493561,6919.0,6905.25,-18,37,0,0,0,0,0,0
2026-03-02 09:59:00,6915.25,6914.25,6916.5,6913.5,1.0,1.25,0.75,3.0,6914.5,6915.75,6913.25,-0.5,6915.25,6915.5,6910.5,4.5,6910.5,6910.75,6905.25,3.0,6907.5,6911.75,6906.25,-3.75,6911.25,6914.5,6911.0,-3.25,6913.71705077369,6913.18383476718,6912.33495898717,6915.23334540856,1.22671723133044,0.0916906733564247,1,0,0.0666183657413058,-1.75,12.5721528753433,4.45550406619604,11.0674071037447,1756,2807.2,0.625534340267883,0.625534340267883,6919.0,6905.25,-15,40,0,0,0,0,0,0
2026-03-02 10:00:00,6915.75,6915.25,6917.0,6914.75,0.5,1.25,0.5,2.25,6915.25,6916.5,6913.5,1.0,6914.5,6915.75,6913.25,-0.5,6915.25,6915.5,6910.5,4.5,6910.5,6910.75,6905.25,3.0,6907.5,6911.75,6906.25,-3.75,6914.12364061895,6913.41712251561,6912.46888216414,6915.23848625027,1.0813737850649,0.0233525386847759,1,0,2.04605499891477,-1.5,11.8761748766214,4.29796806146775,11.1124929696271,2080,2720.25,0.764635603345281,0.764635603345281,6919.0,6905.25,-13,42,0,0,0,0,0,0
2026-03-02 10:01:00,6912.75,6915.75,6916.25,6911.5,-3.0,0.5,1.25,4.75,6915.75,6917.0,6914.75,0.5,6915.25,6916.5,6913.5,1.0,6914.5,6915.75,6913.25,-0.5,6915.25,6915.5,6910.5,4.5,6910.5,6910.75,6905.25,3.0,6913.84891249516,6913.35647501419,6912.479906393,6915.21372519306,0.515099028052646,-0.681317969053453,1,0,-9.8549007722213,-5.5,11.6751235666241,4.3302560570772,10.3193992073175,3037,2700.1,1.12477315654976,-1.12477315654976,6918.0,6905.25,-21,30,0,0,0,0,0,0
2026-03-02 10:02:00,6914.5,6912.5,6915.75,6910.0,2.0,1.25,2.5,5.75,6912.75,6916.25,6911.5,-3.0,6915.75,6917.0,6914.75,0.5,6915.25,6916.5,6913.5,1.0,6914.5,6915.75,6913.25,-0.5,6915.25,6915.5,6910.5,4.5,6913.97912999613,6913.46043183108,6912.55912575014,6915.20662344984,0.262079222441571,0.404945624757602,1,0,-2.82649379936265,-2.25,11.8414609972979,4.43166633871454,10.2805641868526,2969,2687.35,1.10480584962882,1.10480584962882,6917.25,6905.25,-11,37,0,0,0,0,0,0
